date,open,high,low,close,volume,outstanding_share,turnover
2000-06-15,6.2,6.25,6.1,6.12,5516600.0,300000000.0,0.018388666666666668
2000-06-16,6.13,6.2,6.0,6.02,4331500.0,300000000.0,0.014438333333333333
2000-06-19,6.0,6.08,5.97,5.99,3642400.0,300000000.0,0.012141333333333334
2000-06-20,5.98,5.99,5.83,5.88,3196000.0,300000000.0,0.010653333333333334
2000-06-21,5.88,5.94,5.85,5.94,2093600.0,300000000.0,0.006978666666666667
2000-06-22,5.96,5.99,5.87,5.89,2192600.0,300000000.0,0.0073086666666666664
2000-06-23,5.9,6.05,5.9,6.03,3095600.0,300000000.0,0.010318666666666667
2000-06-26,6.0808431703204375,6.223204047217571,6.050337268128195,6.152023608769004,4697900.0,300000000.0,0.015659666666666665
2000-06-27,6.192698145025329,6.355396290050624,6.162192242833085,6.294384485666139,9970000.0,300000000.0,0.03323333333333333
2000-06-28,6.345227655986544,6.385902192242868,6.233372681281653,6.2740472175379765,6844800.0,300000000.0,0.022816
2000-06-29,6.284215851602057,6.30455311973022,6.121517706576761,6.162192242833085,5563800.0,300000000.0,0.018546
2000-06-30,6.182529510961247,6.30455311973022,6.162192242833085,6.223204047217571,5679200.0,300000000.0,0.018930666666666665
2000-07-03,6.202866779089409,6.30455311973022,6.11134907251268,6.243541315345733,6220500.0,300000000.0,0.020735
2000-07-04,6.223204047217571,6.355396290050624,6.202866779089409,6.345227655986544,6863100.0,300000000.0,0.022877
2000-07-05,6.385902192242868,6.497757166947758,6.355396290050624,6.4062394603710295,9390800.0,300000000.0,0.031302666666666666
2000-07-06,6.4062394603710295,6.4062394603710295,6.3147217537943,6.324890387858381,3317400.0,300000000.0,0.011058
2000-07-07,6.324890387858381,6.609612141652649,6.324890387858381,6.5791062394604065,14647700.0,300000000.0,0.04882566666666667
2000-07-10,6.670623946037135,6.996020236087728,6.640118043844892,6.9045025295109985,24350500.0,300000000.0,0.08116833333333333
2000-07-11,6.914671163575079,6.965514333895484,6.741804384485702,6.802816188870189,12234400.0,300000000.0,0.040781333333333336
2000-07-12,6.894333895446918,7.0773693086003755,6.812984822934269,7.02652613827997,14592300.0,300000000.0,0.048641
2000-07-13,7.097706576728537,7.219730185497509,6.863827993254675,6.884165261382836,16156700.0,300000000.0,0.05385566666666667
2000-07-14,6.884165261382836,7.199392917369347,6.741804384485702,7.118043844856699,16563100.0,300000000.0,0.055210333333333333
2000-07-17,7.219730185497509,7.280741989881996,7.067200674536295,7.087537942664456,22022300.0,300000000.0,0.07340766666666666
