date,open,high,low,close,volume,outstanding_share,turnover
2002-07-24,3.6180165289255743,3.6588980716252983,3.5975757575757124,3.6180165289255743,9952498.0,2800000000.0,0.0035544635714285715
2002-07-25,3.6384573002754363,3.6588980716252983,3.587355371900781,3.5975757575757124,11795457.0,2800000000.0,0.004212663214285714
2002-07-26,3.5975757575757124,3.6180165289255743,3.5362534435261264,3.5566942148759884,16904173.0,2800000000.0,0.0060372046428571425
2002-07-29,3.5362534435261264,3.5771349862258504,3.5362534435261264,3.5771349862258504,10498579.0,2800000000.0,0.0037494925
2002-07-30,3.587355371900781,3.587355371900781,3.5566942148759884,3.5771349862258504,10603017.0,2800000000.0,0.0037867917857142856
2002-07-31,3.5771349862258504,3.587355371900781,3.5362534435261264,3.5464738292010574,7064770.0,2800000000.0,0.0025231321428571428
2002-08-01,3.5464738292010574,3.648677685950367,3.5260330578511954,3.5975757575757124,25440957.0,2800000000.0,0.009086056071428572
2002-08-02,3.5975757575757124,3.6793388429751603,3.587355371900781,3.648677685950367,19664440.0,2800000000.0,0.007023014285714286
2002-08-05,3.628236914600505,3.648677685950367,3.6180165289255743,3.6180165289255743,7308608.0,2800000000.0,0.002610217142857143
2002-08-06,3.6180165289255743,3.7202203856748843,3.607796143250643,3.6997796143250223,30163584.0,2800000000.0,0.010772708571428572
2002-08-07,3.6895592286500913,3.6895592286500913,3.6588980716252983,3.669118457300229,7271620.0,2800000000.0,0.002597007142857143
2002-08-08,3.669118457300229,3.6997796143250223,3.6384573002754363,3.648677685950367,10871014.0,2800000000.0,0.003882505
2002-08-09,3.648677685950367,3.648677685950367,3.5771349862258504,3.6180165289255743,15136059.0,2800000000.0,0.005405735357142857
2002-08-12,3.607796143250643,3.6384573002754363,3.5771349862258504,3.6180165289255743,7946006.0,2800000000.0,0.002837859285714286
2002-08-13,3.6180165289255743,3.6384573002754363,3.5975757575757124,3.6384573002754363,4409088.0,2800000000.0,0.0015746742857142856
2002-08-14,3.6384573002754363,3.648677685950367,3.6180165289255743,3.648677685950367,3304636.0,2800000000.0,0.0011802271428571428
