,time,O,H,L,C,volume,outstanding_share,turnover,diff,up,down,avg_up,avg_down,rsi,lowest,highest,RSV,K,D,J,predict,5d,25d,s-l,signal,market,strategy
51,2001/11/20,35.2,35.53,34.9,35.38,806908,71500000,0.011285426999999999,0.33,0.33,0.0,0.296666667,0.0,100.0,32.98,36.2,74.53416149,52.54290557,40.06624053,77.49623566,,34.36999999999999,34.5384,-0.16840000000001254,-1,0.009415121255349712,-0.009415121255349712
52,2001/11/21,35.48,35.5,34.9,35.18,511442,71500000,0.007153035,-0.2,0.0,-0.2,0.29,0.033333333,89.69072165,33.21,36.2,65.88628763,56.99069959,45.70772689,79.55664499999999,,34.675999999999995,34.5776,0.09839999999999804,1,-0.0056529112492934575,0.0056529112492934575
53,2001/11/22,35.22,35.3,34.91,35.12,419879,71500000,0.005872434,-0.06,0.0,-0.06,0.288333333,0.043333332999999995,86.93467337,33.21,36.2,63.87959866,59.28699928,50.23415102,77.39269581,,34.96399999999999,34.6208,0.34319999999998885,1,-0.0017055144968732838,-0.0017055144968732838
54,2001/11/23,35.01,35.25,34.78,34.98,396090,71500000,0.00553972,-0.14,0.0,-0.14,0.283333333,0.066666667,80.95238095,33.21,36.2,59.19732441,59.25710766,53.24180324,71.28771651,,35.14199999999999,34.68,0.4619999999999891,1,-0.003986332574031914,-0.003986332574031914
55,2001/11/26,35.0,35.0,34.5,34.61,310099,71500000,0.004337049,-0.37,0.0,-0.37,0.215,0.128333333,62.62135922,33.5,36.2,41.11111111,53.20844214,53.23068287,53.16396069,,35.05399999999999,34.7528,0.30119999999998726,1,-0.010577472841623692,-0.010577472841623692
56,2001/11/27,34.58,35.07,34.58,35.0,256948,71500000,0.003593678,0.39,0.39,0.0,0.12,0.128333333,48.32214765,33.5,36.2,55.55555556,53.99081328,53.48405967,55.00432049,,34.97799999999999,34.71,0.26799999999998647,1,0.011268419531927254,0.011268419531927254
57,2001/11/28,35.05,35.39,34.9,35.05,377362,71500000,0.00527779,0.05,0.05,0.0,0.073333333,0.128333333,36.36363636,33.99,36.2,47.963800899999995,51.98180916,52.9833095,49.97880846,,34.951999999999984,34.6776,0.27439999999998577,1,0.0014285714285713347,0.0014285714285713347
58,2001/11/29,35.01,35.2,34.81,34.83,304618,71500000,0.004260392,-0.22,0.0,-0.22,0.073333333,0.131666667,35.77235772,34.1,35.53,51.04895105,51.67085645,52.54582515,49.92091906,,34.893999999999984,34.6756,0.21839999999998128,1,-0.006276747503566327,-0.006276747503566327
59,2001/11/30,34.83,35.45,34.8,35.34,407097,71500000,0.005693664,0.51,0.51,0.0,0.15833333300000002,0.12166666699999999,56.54761905,34.5,35.53,81.55339806,61.63170366,55.57445132,73.74620833,,34.96599999999999,34.6892,0.2767999999999873,1,0.014642549526270532,0.014642549526270532
60,2001/12/3,35.35,36.27,35.34,36.17,1603705,71500000,0.022429441,0.83,0.83,0.0,0.296666667,0.09833333300000001,75.10548523,34.5,36.27,94.35028249,72.5378966,61.22893308,95.15582364,,35.277999999999984,34.724000000000004,0.5539999999999807,1,0.023486134691567573,0.023486134691567573
61,2001/12/4,36.25,36.27,35.81,36.21,689499,71500000,0.009643343,0.04,0.04,0.0,0.303333333,0.036666667,89.21568627,34.5,36.27,96.61016949,80.56198756,67.67328457,106.3393935,,35.51999999999999,34.772400000000005,0.7475999999999843,1,0.0011058888581696458,0.0011058888581696458
62,2001/12/5,37.0,37.0,35.96,36.0,1502835,71500000,0.021018671000000003,-0.21,0.0,-0.21,0.238333333,0.071666667,76.88172043,34.5,37.0,60.0,73.70799171,69.68485362,81.75426789,,35.709999999999994,34.8104,0.8995999999999924,1,-0.0057995028997515075,-0.0057995028997515075
63,2001/12/6,35.9,36.3,35.8,36.06,637222,71500000,0.008912195999999999,0.06,0.06,0.0,0.24,0.071666667,77.00534759,34.5,37.0,62.4,69.93866114,69.76945613,70.27707117,,35.955999999999996,34.830000000000005,1.1259999999999906,1,0.0016666666666667052,0.0016666666666667052
64,2001/12/7,36.1,36.2,35.8,35.86,390820,71500000,0.005466014,-0.2,0.0,-0.2,0.24,0.068333333,77.83783784,34.58,37.0,52.89256198,64.25662809,67.93184678,56.9061907,,36.059999999999995,34.85,1.2099999999999937,1,-0.005546311702717799,-0.005546311702717799
65,2001/12/10,36.0,36.08,35.71,35.99,416156,71500000,0.005820364000000001,0.13,0.13,0.0,0.176666667,0.068333333,72.10884354,34.8,37.0,54.09090909,60.86805509,65.57724955,51.44966617,,36.024,34.893600000000006,1.1303999999999945,1,0.0036252091466815184,0.0036252091466815184
66,2001/12/11,36.0,36.0,35.61,35.64,358002,71500000,0.0050070209999999995,-0.35,0.0,-0.35,0.038333333,0.12666666699999998,23.23232323,34.8,37.0,38.18181818,53.30597612,61.48682507,36.94427821,,35.91,34.9132,0.9967999999999932,1,-0.00972492358988608,-0.00972492358988608
67,2001/12/12,35.6,36.1,35.6,35.77,463267,71500000,0.006479259,0.13,0.13,0.0,0.053333333,0.12666666699999998,29.62962963,34.8,37.0,44.09090909,50.23428711,57.73597909,35.23090316,,35.864,34.99,0.8739999999999952,1,0.003647586980920492,0.003647586980920492
68,2001/12/13,35.61,35.97,35.2,35.26,354045,71500000,0.004951678,-0.51,0.0,-0.51,0.053333333,0.176666667,23.1884058,35.2,37.0,3.333333333,34.60063585,50.02419801,3.753511539,,35.70399999999999,35.052400000000006,0.6515999999999877,1,-0.014257757897679801,-0.014257757897679801
69,2001/12/14,35.02,35.5,35.02,35.2,284125,71500000,0.003973776,-0.06,0.0,-0.06,0.043333332999999995,0.18666666699999998,18.84057971,35.02,37.0,9.090909091,26.0973936,42.04859654,-5.805012281000001,,35.57199999999999,35.09440000000001,0.47759999999998115,1,-0.001701644923425838,-0.001701644923425838
70,2001/12/17,35.11,35.61,35.05,35.36,441389,71500000,0.006173273000000001,0.16,0.16,0.0,0.07,0.15333333300000002,31.34328358,35.02,37.0,17.17171717,23.12216812,35.73978707,-2.113069764,,35.44599999999999,35.16480000000001,0.28119999999998413,1,0.004545454545454408,0.004545454545454408
71,2001/12/18,35.48,35.96,35.1,35.9,482120,71500000,0.006742936999999999,0.54,0.54,0.0,0.138333333,0.15333333300000002,47.42857143,35.02,36.3,68.75,38.33144541,36.60367318,41.78698988,,35.49799999999999,35.2552,0.24279999999998836,1,0.015271493212669629,0.015271493212669629
72,2001/12/19,35.9,36.49,35.63,35.96,962001,71500000,0.013454559,0.06,0.06,0.0,0.148333333,0.095,60.95890411,35.02,36.49,63.94557823,46.86948969,40.02561202,60.55724503,,35.53599999999999,35.34760000000001,0.18839999999998014,1,0.0016713091922007095,0.0016713091922007095
73,2001/12/20,35.9,35.9,34.65,34.76,1136223,71500000,0.015891231000000002,-1.2,0.0,-1.2,0.12666666699999998,0.295,30.03952569,34.65,36.49,5.97826087,33.23908008,37.76343471,24.19037083,,35.43599999999999,35.390800000000006,0.04519999999998703,1,-0.033370411568409475,-0.033370411568409475
74,2001/12/21,34.7,35.97,34.7,35.87,813504,71500000,0.011377678,1.11,1.11,0.0,0.311666667,0.21,59.74440895,34.65,36.49,66.30434783,44.260836,39.92923514,52.92403772,,35.56999999999999,35.46200000000001,0.10799999999998278,1,0.03193325661680091,0.03193325661680091
75,2001/12/24,35.99,37.25,35.81,36.42,2725079,71500000,0.038112993,0.55,0.55,0.0,0.40333333299999996,0.2,66.85082873,34.65,37.25,68.07692308,52.19953169,44.01933399,68.5599271,,35.782,35.51680000000001,0.2651999999999859,1,0.01533314747700043,0.01533314747700043
76,2001/12/25,36.45,36.72,35.95,36.5,1218260,71500000,0.017038601,0.08,0.08,0.0,0.39,0.2,66.10169492,34.65,37.25,71.15384615,58.51763651,48.85210149,77.84870654,,35.901999999999994,35.561600000000006,0.34039999999998827,1,0.0021965952773201902,0.0021965952773201902
77,2001/12/26,36.54,37.25,36.1,37.19,1680952,71500000,0.023509818,0.69,0.69,0.0,0.415,0.2,67.4796748,34.65,37.25,97.69230769,71.57586024,56.42668774,101.8742052,,36.14799999999999,35.64200000000001,0.5059999999999789,1,0.018904109589040985,0.018904109589040985
78,2001/12/27,37.22,37.84,36.92,37.32,2328478,71500000,0.032566126,0.13,0.13,0.0,0.42666666700000005,0.2,68.08510638,34.65,37.84,83.69905956,75.61692668,62.82343405,101.20391190000001,,36.65999999999999,35.73000000000001,0.9299999999999784,1,0.0034955633234741157,0.0034955633234741157
79,2001/12/28,37.3,37.6,36.88,37.3,1227932,71500000,0.017173874,-0.02,0.0,-0.02,0.42666666700000005,0.003333333,99.2248062,34.65,37.84,83.07210031,78.10198456,67.91628422,98.47338523,,36.94599999999999,35.82280000000001,1.1231999999999829,1,-0.000535905680600246,-0.000535905680600246
80,2001/12/31,37.67,39.3,37.46,38.55,5219541,71500000,0.073000573,1.25,1.25,0.0,0.45,0.003333333,99.26470588,34.65,39.3,83.87096774,80.02497895,71.9525158,96.16990526,,37.37199999999999,35.98040000000001,1.3915999999999826,1,0.03351206434316345,0.03351206434316345
81,2002/1/4,38.72,38.8,37.45,37.55,2910962,71500000,0.040712755,-1.0,0.0,-1.0,0.358333333,0.17,67.82334385,34.65,39.3,62.3655914,74.13851643,72.68118268,77.05318395,,37.581999999999994,36.08240000000001,1.4995999999999867,1,-0.025940337224383936,-0.025940337224383936
82,2002/1/7,37.15,37.5,36.68,37.35,1894295,71500000,0.026493636,-0.2,0.0,-0.2,0.345,0.203333333,62.91793313,34.7,39.3,57.60869565,68.62857617,71.33031384,63.22510083,,37.61399999999999,36.17440000000001,1.4395999999999773,1,-0.005326231691078487,-0.005326231691078487
83,2002/1/8,37.0,37.59,36.48,36.59,1328664,71500000,0.018582713,-0.76,0.0,-0.76,0.23,0.33,41.07142857,35.81,39.3,22.3495702,53.20224085,65.28762284,29.03147686,,37.467999999999996,36.24480000000001,1.2231999999999843,1,-0.020348058902275756,-0.020348058902275756
84,2002/1/9,36.5,37.18,36.35,36.87,1060682,71500000,0.014834713000000001,0.28,0.28,0.0,0.255,0.33,43.58974359,35.95,39.3,27.46268657,44.62238942,58.39921170000001,17.06874486,,37.38199999999999,36.30600000000001,1.0759999999999792,1,0.007652364033888803,0.007652364033888803
85,2002/1/10,36.98,37.39,36.35,37.24,1881555,71500000,0.026315455,0.37,0.37,0.0,0.316666667,0.32666666699999997,49.22279793,36.1,39.3,35.625,41.62325961,52.80722767,19.2553235,,37.11999999999999,36.34880000000001,0.771199999999979,1,0.010035259018172038,0.010035259018172038
86,2002/1/11,37.01,37.14,36.0,36.05,1183475,71500000,0.016552098,-1.19,0.0,-1.19,0.108333333,0.525,17.10526316,36.0,39.3,1.515151515,28.25389025,44.62278187,-4.483892987,,36.81999999999999,36.342400000000005,0.47759999999998826,1,-0.03195488721804529,-0.03195488721804529
87,2002/1/14,35.7,36.4,35.43,36.1,1871851,71500000,0.026179734,0.05,0.05,0.0,0.11666666699999999,0.358333333,24.56140351,35.43,39.3,17.3126615,24.606814,37.95079258,-2.081143158,,36.56999999999999,36.34640000000001,0.22359999999998337,1,0.0013869625520113171,0.0013869625520113171
88,2002/1/15,35.98,37.05,35.91,36.54,1824741,71500000,0.025520853,0.44,0.44,0.0,0.19,0.325,36.89320388,35.43,39.3,28.68217054,25.96526618,33.95561711,9.984564318,,36.55999999999999,36.3656,0.19439999999998747,1,0.012188365650969368,0.012188365650969368
89,2002/1/16,36.48,36.97,35.4,36.35,1397433,71500000,0.019544517,-0.19,0.0,-0.19,0.19,0.23,45.23809524,35.4,38.8,27.94117647,26.62390294,31.51171239,16.84828405,,36.45599999999999,36.385200000000005,0.07079999999998421,1,-0.0051997810618499285,-0.0051997810618499285
90,2002/1/17,36.2,36.49,34.7,35.06,2418031,71500000,0.033818615,-1.29,0.0,-1.29,0.143333333,0.445,24.36260623,34.7,37.59,12.4567474,21.90151776,28.30831418,9.087924931,,36.01999999999999,36.348,-0.32800000000001006,-1,-0.035488308115543266,-0.035488308115543266
91,2002/1/18,34.8,36.88,34.7,36.65,3226208,71500000,0.04512179,1.59,1.59,0.0,0.34666666700000004,0.445,43.78947368,34.7,37.59,67.47404844,37.09236132,31.23632989,48.80442418,,36.139999999999986,36.388400000000004,-0.24840000000001794,-1,0.04535082715345107,-0.04535082715345107
92,2002/1/21,36.3,36.6,35.58,35.87,1575593,71500000,0.022036266000000002,-0.78,0.0,-0.78,0.34666666700000004,0.376666667,47.92626728,34.7,37.39,43.49442379,39.22638215,33.89968065,49.87978515,,36.09399999999999,36.3924,-0.2984000000000151,-1,-0.021282401091405223,0.021282401091405223
93,2002/1/22,35.8,36.95,35.8,36.44,1348567,71500000,0.018861077,0.57,0.57,0.0,0.433333333,0.376666667,53.49794239,34.7,37.39,64.68401487,47.71225972,38.50387367,66.12903182,,36.07399999999999,36.4396,-0.3656000000000077,-1,0.015890716476163913,-0.015890716476163913
